desagradam	8	8
desagradar	19	17
desagradaria	3	3
desagradará	3	3
desagradavel	12	12
desagradavelmente	5	5
desagrade	7	7
desagradecido	3	3
desagrado	25	19
desagradou	12	12
desagradála	3	3
desagradávei	22	17
desagradáveis	187	178
desagradável	998	813
desagradãveis	8	7
desagradãvel	12	11
desagregação	5	4
desagua	4	3
desaguar	4	4
desai	7	6
desajeitada	124	103
desajeitadas	10	10
desajeitado	223	201
desajeitados	38	38
desajustada	11	11
desajustadas	5	5
desajustado	25	23
desajustados	28	26
desajuste	7	4
desajustes	3	3
desalentado	3	3
desalento	7	7
desalinhada	14	12
desalinhadas	4	3
desalinhado	21	19
desalinhados	4	3
desalinho	3	3
desalmada	15	15
desalmadas	3	3
desalmado	25	24
desalmados	21	21
desalojadas	4	3
desalojado	3	3
desalojados	6	6
desalojar	11	10
desalojálo	4	4
desalvo	36	3
desamarra	14	12
desamarrado	24	18
desamarrados	9	8
desamarrame	5	4
desamarrando	5	3
desamarrar	91	73
desamarrarme	3	3
desamarre	126	100
desamarrea	8	7
desamarrem	22	20
desamarreme	39	24
desamarremme	21	9
desamarreo	20	14
desamarreos	3	3
desamarro	7	5
desamarrou	21	20
desamarrála	6	6
desamarrálo	13	11
desamor	6	5
desamparada	42	37
desamparadas	16	16
desamparado	61	57
desamparados	45	41
desampare	5	4
desamparo	45	30
desanda	27	22
desandar	9	9
desandem	7	6
desandou	8	7
desanima	24	19
desanimada	35	33
desanimadas	4	4
desanimado	80	74
desanimador	23	23
desanimadora	6	5
desanimadoras	3	3
desanimadores	4	4
desanimados	19	10
desanimar	31	30
desanimaria	3	3
desanimarse	5	5
desanime	57	54
desanimem	4	4
desanimes	3	3
desanimo	4	4
desanimou	13	13
desanimálo	8	8
desanuviar	11	10
desap	4	4
desaparece	978	774
desaparecem	358	320
desapareceme	5	5
desaparecemos	35	29
desaparecendo	250	218
desaparecer	1555	1246
desaparecera	24	23
desapareceram	768	625
desaparecerei	20	20
desaparecerem	91	86
desapareceremos	17	17
desapareceria	39	38
desapareceriam	24	24
desaparecermos	8	8
desaparecerá	150	143
desaparecerã	3	3
desaparecerão	80	72
desapareces	7	7
desaparecesse	72	65
desaparecessem	18	18
desapareceste	20	19
desapareceu	3126	2118
desapareci	35	33
desaparecia	52	46
desapareciam	26	24
desaparecida	536	359
desaparecidas	267	187
desaparecido	1149	870
desaparecidos	322	250
desaparecimento	460	365
desaparecimentos	73	51
desapareãa	15	13
desapareãam	5	5
desapareça	525	448
desapareçam	168	139
desapareçamos	4	4
desapareço	35	34
desaparição	7	7
desaparições	3	3
desapegar	6	6
desapego	10	9
desapercebida	9	9
desapercebidas	4	4
desapercebido	27	26
desapercebidos	6	6
desapertar	3	3
desaperte	3	3
desapertem	4	3
desapiedada	3	3
desapiedado	4	4
desaponta	39	38
desapontada	153	145
desapontadas	14	14
desapontado	431	377
desapontador	9	8
desapontados	59	54
desapontala	3	3
desapontalo	3	3
desapontam	5	5
desapontamento	63	62
desapontamentos	13	13
desapontamos	5	5
desapontando	21	21
desapontante	6	5
desapontar	185	172
desapontaram	6	6
desapontarei	22	22
desapontaria	17	16
desapontarte	3	3
desapontará	7	6
desaponte	68	61
desapontei	65	57
desapontem	14	13
desaponto	4	4
desapontou	84	77
desapontáio	4	4
desapontála	46	46
desapontálas	5	5
desapontálo	118	113
desapontálos	29	28
desapontãlo	3	3
desaprender	8	7
desapropriada	6	6
desapropriar	3	3
desapropriação	8	8
desapropriações	3	3
desaprova	43	42
desaprovado	4	4
desaprovadores	4	3
desaprovam	14	13
desaprovando	3	3
desaprovar	13	13
desaprovaria	4	4
desaprovava	4	4
desaprovavam	3	3
desaprovação	30	27
desaprove	6	6
desaprovo	17	16
desarma	19	18
desarmada	57	46
desarmadas	16	14
desarmado	299	250
desarmador	4	3
desarmados	113	102
desarmamento	44	30
desarmando	10	8
desarmar	112	88
desarmará	3	3
desarme	22	21
desarmei	8	8
desarmem	4	4
desarmeo	5	4
desarmonia	9	9
desarmou	25	22
desarmála	18	15
desarmálo	16	15
desarmálos	9	8
desarranjo	8	8
desarrazoado	3	3
desarrumada	41	37
desarrumadas	4	4
desarrumado	55	49
desarrumados	5	5
desarrumar	17	17
desarrumaram	3	3
desarrumação	5	5
desarrume	17	13
desarrumei	3	3
desarrumem	3	3
desarrumou	3	3
desarticulada	6	5
desarticulado	5	5
desarticular	3	3
desassossego	12	11
desastrada	62	49
desastrado	87	79
desastrados	9	7
desastre	1709	1302
desastres	184	139
desastrosa	46	42
desastrosas	31	30
desastroso	101	95
desastrosos	15	15
desata	25	18
desatada	4	3
desatado	7	7
desatados	5	5
desatam	4	4
desatame	5	4
desatamos	3	3
desatar	47	42
desataram	6	5
desatarme	3	3
desate	12	11
desatei	4	4
desatem	3	3
desateme	8	7
desatenta	8	7
desatentas	4	4
desatento	20	20
desatentos	8	7
desatenção	9	8
desatinado	5	5
desatino	8	8
desativa	11	11
desativada	54	44
desativadas	13	11
desativado	92	70
desativados	26	23
desativamos	8	7
desativando	8	7
desativar	110	87
desativaram	8	8
desativarei	3	3
desativarmos	5	5
desativação	28	22
desative	23	19
desativei	3	3
desativem	6	6
desativese	3	3
desativou	18	17
desativála	17	12
desativálo	11	11
desativálos	4	4
desatolar	3	3
desatou	18	18
desatre	3	3
desatualizada	8	8
desatualizadas	4	4
desatualizado	21	20
desatualizados	9	9
desautorizado	3	3
desautorizados	3	3
desautorizar	5	5
desavença	24	24
desavenças	23	22
desavergonhada	34	29
desavergonhadas	4	4
desavergonhado	28	21
desavergonhados	8	8
desavisada	3	3
desavisado	4	4
desavisados	8	8
desbancar	12	11
desbancou	3	3
desbaratar	3	3
desbarato	3	3
desbastar	4	3
desbloqueado	10	9
desbloquear	23	22
desbloqueie	5	5
desbloqueio	10	6
desbocada	12	11
desbocado	13	13
desbota	3	3
desbotada	8	7
desbotadas	11	9
desbotado	19	18
desbotados	13	7
desbotam	3	3
desbotar	9	8
desbotaram	5	4
desbote	3	3
desbravada	3	3
desbravador	5	4
desbravadores	6	5
desbravando	4	3
desbravar	8	8
desbunda	3	3
desbundado	3	3
desbunde	3	3
desc	8	6
desca	20	15
descabelada	7	7
descabelado	4	4
descabelar	5	5
descabida	8	8
descabidas	4	4
descabido	4	3
descafeinado	112	85
descafeínado	10	9
descalabro	3	3
descalça	84	70
descalças	10	10
descalço	101	82
descalços	61	58
descam	3	3
descamar	4	4
descambou	3	3
descamisado	6	3
descamisados	8	3
descampado	24	23
descance	13	9
descansa	419	379
descansada	55	55
descansadas	11	10
descansado	141	134
descansados	43	40
descansai	4	4
descansam	88	82
descansamos	40	37
descansando	408	385
descansar	3579	2551
descansaram	15	14
descansarei	63	59
descansarem	27	27
descansaremos	51	51
descansares	5	5
descansaria	20	20
descansariam	4	4
descansarmos	16	16
descansará	59	53
descansarã	3	3
descansarão	24	23
descansas	11	10
descansasse	18	17
descansava	21	21
descansavam	8	8
descanse	1340	1096
descansei	28	28
descansem	230	206
descansemos	17	15
descanses	5	5
descanso	1351	1099
descansos	9	8
descansou	65	63
descança	5	5
descançam	5	3
descançando	4	4
descançar	63	57
descançe	5	3
descanço	25	24
descançou	3	3
descapotáveis	3	3
descapotável	7	6
descarada	51	49
descaradamente	59	59
descaradas	7	7
descarado	103	92
descarados	19	19
descaramento	65	60
descarga	354	271
descargas	51	37
descaro	3	3
descaroçadas	3	3
descarrega	38	38
descarregada	67	61
descarregadas	16	15
descarregado	21	20
descarregados	14	14
descarregam	13	13
descarregamento	9	7
descarregamos	10	10
descarregando	43	37
descarregar	289	251
descarregaram	13	13
descarregarei	4	4
descarregarem	7	7
descarregaremos	3	3
descarregarmos	5	5
descarregava	8	8
descarrego	11	10
descarregou	25	25
descarregue	65	57
descarreguei	17	17
descarreguem	50	45
descarregues	5	5
descarregála	3	3
descarregálas	3	3
descarregávamos	4	4
descarrila	3	3
descarrilado	5	5
descarrilamento	17	12
descarrilar	29	17
descarrilhado	3	3
descarrilhar	12	6
descarrilhou	8	7
descarrilou	25	22
descarta	35	33
descartada	36	31
descartadas	15	15
descartado	68	64
descartados	26	25
descartam	14	12
descartamos	19	17
descartando	16	16
descartar	118	111
descartaram	11	11
descartaria	14	12
descarte	40	37
descartei	21	20
descartem	6	6
descartes	80	32
descarto	15	12
descartou	48	43
descartála	8	8
descartálo	9	9
descartálos	3	3
descartáveis	64	57
descartável	67	55
descartãvel	4	4
descasada	5	4
descasca	28	28
descascada	9	8
descascadas	5	5
descascado	12	9
descascador	18	16
descascados	6	6
descascam	8	6
descascando	45	37
descascar	92	80
descascava	3	3
descasco	3	3
descascou	9	8
descascálos	3	3
descaso	15	15
descasque	12	12
descasquei	4	4
desce	1000	758
descea	5	5
descem	155	136
descemos	191	168
descende	46	40
descendem	25	23
descendemos	18	18
descendendo	9	6
descendente	313	229
descendentes	330	249
descender	9	8
descendia	7	7
descendo	1078	843
descendência	106	90
descenso	14	3
descente	38	36
descentes	10	10
descentralizada	3	3
descentralizado	5	5
descer	3600	2400
descera	6	5
desceram	141	133
descerebrada	5	4
descerebrado	12	8
descerebrados	5	5
descerei	79	77
descerem	63	61
desceremos	52	48
desceres	4	4
desceria	26	25
descermos	65	65
descerá	86	81
descerão	14	14
desceríamos	3	3
desces	3	3
descesse	21	21
descessem	9	9
descessemos	3	3
desceste	4	4
desceu	579	500
deschamps	11	5
desci	215	201
descia	104	91
desciam	33	33
descida	311	222
descidas	20	17
descido	102	86
desclassificada	10	10
desclassificado	70	43
desclassificados	22	14
desclassificar	5	5
desclassificação	8	8
desclassificou	3	3
desco	4	4
descoberta	1041	726
descobertas	342	266
descoberto	867	750
descobertos	202	184
descobir	4	4
descobra	4	4
descobre	598	535
descobrem	208	193
descobreme	5	4
descobres	10	10
descobrese	11	11
descobri	2309	1839
descobria	31	30
descobriam	11	11
descobridor	27	25
descobridores	14	10
descobrila	13	12
descobrilo	35	33
descobrilos	5	5
descobrimento	56	42
descobrimentos	21	19
descobrimos	877	754
descobrindo	199	192
descobrindose	3	3
descobrio	6	5
descobrir	7463	4457
descobrira	17	16
descobriram	766	678
descobriramnos	6	6
descobrirei	105	98
descobrirem	341	313
descobriremos	206	193
descobrires	6	6
descobriria	87	84
descobririam	26	26
descobririamos	3	3
descobrirmos	195	183
descobrirse	3	3
descobrirá	269	242
descobrirás	7	7
descobrirã	6	6
descobrirão	87	83
descobriríamos	16	15
descobrisse	188	178
descobrissem	49	49
descobriste	53	47
descobristes	4	4
descobriu	2523	1939
descobriuse	31	29
descobrl	3	3
descobrí	5	4
descobríamos	6	5
descobrílos	5	4
descobríssemos	20	20
descodifica	3	3
descodificado	4	4
descodificador	12	9
descodificar	11	8
descodificação	8	7
descola	17	15
descolada	14	11
descoladas	10	8
descolado	39	28
descolados	8	8
descolagem	46	32
descolamento	3	3
descolamos	3	3
descolando	5	5
descolar	83	68
descolaram	6	5
descolarmos	4	4
descole	5	5
descolei	8	7
descolo	6	6
descolorada	3	3
descolorante	4	4
descoloração	17	13
descolore	3	3
descolorida	9	8
descolorido	5	5
descolorir	4	4
descolou	19	19
descompactar	3	3
descompasso	6	6
descomplicada	5	5
descomplicado	8	8
descomposta	3	3
descomposto	5	5
descompressão	27	22
descomprimir	7	6
descomunal	19	18
desconcentra	8	8
desconcentrado	4	4
desconcentrados	3	3
desconcentrando	7	7
desconcentrar	10	9
desconcentre	6	6
desconcentrei	4	4
desconcerta	5	5
desconcertada	9	9
desconcertado	22	19
desconcertados	5	5
desconcertante	85	74
desconcertantes	11	10
desconcertar	5	5
desconcerto	3	3
desconcertou	4	4
desconecta	12	9
desconectada	14	14
desconectadas	8	6
desconectado	55	50
desconectados	20	20
desconectamos	5	5
desconectando	10	9
desconectar	49	42
desconectaram	3	3
desconectarse	3	3
desconecte	24	22
desconectei	3	3
desconectem	4	4
desconectese	3	3
desconectou	9	9
desconectálo	9	8
desconexa	3	3
desconexas	6	6
desconexos	3	3
desconexão	18	9
desconfia	85	78
desconfiada	76	69
desconfiadas	11	11
desconfiado	200	188
desconfiados	51	49
desconfiam	31	31
desconfiamos	9	9
desconfiando	16	16
desconfiança	115	108
desconfianças	7	7
desconfiar	132	126
desconfiaram	7	7
desconfiarem	5	5
desconfiaria	12	10
desconfiará	8	8
desconfiarão	3	3
desconfiasse	5	5
desconfiava	45	41
desconfie	26	24
desconfiei	41	40
desconfiem	9	9
desconfigurado	4	4
desconfio	80	76
desconfiou	47	43
desconfisque	3	3
desconfiávamos	3	3
desconfortavelmente	3	3
desconforto	117	108
desconfortávei	4	4
desconfortáveis	58	57
desconfortável	415	361
desconfortãveis	3	3
desconfortãvel	12	7
descongela	6	6
descongelada	3	3
descongelado	13	9
descongelados	4	4
descongelamento	15	7
descongelando	5	5
descongelar	42	34
descongelarem	3	3
descongele	4	3
descongelo	5	4
descongelou	4	4
descongelálo	3	3
descongestionante	8	4
descongestionar	3	3
desconhece	82	78
desconhecem	21	21
desconhecemos	33	31
desconhecendo	5	5
desconhecer	14	14
desconheces	5	5
desconhecese	4	4
desconhecia	45	42
desconheciam	14	14
desconhecida	482	417
desconhecidas	176	165
desconhecido	1211	954
desconhecidos	319	276
desconhecimento	12	12
desconhecíamos	7	7
desconheça	13	13
desconheço	60	54
desconjuro	4	3
desconsagrada	4	4
desconsiderada	3	3
desconsiderado	10	9
desconsiderando	8	8
desconsiderar	24	23
desconsideração	6	6
desconsidere	19	19
desconsiderem	9	8
desconsiderou	3	3
desconsolada	8	8
desconsolado	8	8
desconsolo	24	7
desconstruir	5	5
desconstrução	5	5
desconta	34	33
descontada	3	3
descontado	46	39
descontados	9	9
descontam	13	13
descontaminado	3	3
descontaminar	4	3
descontaminação	63	32
descontamos	9	8
descontando	34	30
descontar	171	147
descontaram	4	3
descontarei	9	9
descontaria	3	3
descontará	5	5
descontarão	4	4
descontasse	5	5
descontava	6	6
desconte	64	64
descontei	20	20
descontem	5	5
descontentamento	71	59
descontente	75	70
descontentes	52	43
descontinuado	12	9
desconto	515	404
descontos	97	74
descontou	18	17
descontrai	19	16
descontraia	17	14
descontraiam	6	6
descontraiamse	5	4
descontraiase	18	15
descontraido	4	4
descontrair	51	45
descontraite	14	11
descontração	13	10
descontraída	28	24
descontraído	50	43
descontraídos	10	10
descontroiada	3	3
descontroiado	5	4
descontrola	18	18
descontrolada	73	71
descontroladamente	9	9
descontroladas	18	18
descontrolado	151	135
descontrolados	17	17
descontrolam	3	3
descontrolando	8	8
descontrolar	20	20
descontrolaramse	5	5
descontrolarse	3	3
descontrolasse	4	4
descontrole	31	30
descontrolei	25	25
descontroleime	3	3
descontrolem	4	4
descontrolo	6	6
descontrolou	32	31
descontrolouse	4	4
descontálo	8	8
descoordenado	4	4
descoordenados	3	3
descordar	3	3
descortesia	19	18
descortina	3	3
descortinar	5	4
descortês	29	27
descosturou	4	4
descrente	35	29
descrentes	32	28
descrença	96	49
descreva	124	96
descrevaa	8	8
descrevam	12	12
descrevame	8	7
descrevao	21	19
descreve	301	256
descrevelo	4	4
descrevem	72	66
descrevemos	13	13
descrevendo	109	99
descreveo	3	3
descrever	700	605
descreveram	29	26
descreveramno	3	3
descreverei	6	6
descreverem	3	3
descreveria	108	95
descreveriam	8	7
descrevernos	3	3
descrevesse	8	8
descreveu	309	275
descreveume	5	5
descrevi	44	43
descrevia	39	35
descreviam	9	9
descrevo	18	18
descrevêla	28	28
descrevêlas	10	10
descrevêlo	77	73
descrevêlos	12	12
descriminação	10	9
descrita	71	67
descritas	25	25
descritiva	3	3
descritivas	3	3
descritivo	8	8
descritivos	3	3
descrito	192	163
descritos	36	35
descriãão	17	15
descrição	667	528
descrições	69	59
descruze	4	4
descrédito	11	11
descubra	986	857
descubram	180	171
descubramos	17	17
descubrao	8	8
descubras	3	3
descubri	4	4
descubrimos	5	5
descubrindo	4	4
descubrir	22	20
descubriram	3	3
descubrirei	3	3
descubriremos	4	4
descubrirá	7	7
descubrisse	3	3
descubriu	8	7
descubro	190	182
descuida	10	10
descuidada	80	73
descuidadamente	11	11
descuidadas	9	9
descuidado	196	173
descuidados	48	47
descuidam	4	4
descuidamos	4	4
descuidando	4	4
descuidar	30	29
descuidaram	3	3
descuidarmos	3	3
descuide	18	18
descuidei	15	15
descuidem	4	4
descuido	143	134
descuidos	7	6
descuidou	15	15
descuidouse	3	3
descuipa	53	37
descuipar	24	18
descuipas	68	49
descuipe	523	135
descuipem	23	18
descuipeme	92	32
descuipemme	7	7
descuipenos	4	3
descul	5	5
desculp	3	3
desculpa	9708	3728
desculpada	9	9
desculpado	42	39
desculpai	4	3
desculpaime	10	7
desculpam	32	30
desculpame	125	97
desculpamos	22	22
desculpando	114	104
desculpandoo	3	3
desculpandose	4	4
desculpanos	4	3
desculpar	1411	1132
desculparam	3	3
desculparei	19	19
desculparem	19	18
desculparia	12	11
desculpariam	3	3
desculparme	69	61
desculparmos	3	3
desculparnos	4	4
desculparse	35	33
desculparte	5	4
desculpará	10	10
desculpas	4343	2899
desculpase	8	8
desculpasse	12	12
desculpava	4	4
desculpe	36684	8366
desculpea	12	10
desculpedesculpe	4	4
desculpeeu	4	4
desculpei	39	37
desculpem	2339	1606
desculpemas	5	5
desculpeme	4516	2252
desculpemme	409	347
desculpemna	3	3
desculpemno	3	3
desculpemnos	35	31
desculpemos	3	3
desculpenos	117	106
desculpeo	15	14
desculpeos	3	3
desculpes	6	6
desculpese	60	47
desculpinha	3	3
desculpo	118	111
desculpome	16	12
desculpou	66	61
desculpouse	12	12
desculpála	7	7
desculpálo	14	14
desculpável	4	4
descumpra	4	4
descumpri	3	3
descumprir	3	3
descupa	6	6
descupas	3	3
descupe	32	20
descupem	3	3
descupeme	6	6
descuple	5	4
descêla	7	7
descêlo	18	16
descêlos	3	3
descência	5	4
descí	4	4
descíamos	11	10
desda	6	5
desde	22299	8728
desdemona	25	3
desdenha	9	8
desdenhado	5	5
desdenham	3	3
desdenhando	11	8
desdenhar	7	7
desdenharam	5	5
desdenhem	3	3
desdenho	5	5
desdenhosa	9	9
desdenhosas	3	3
desdenhoso	8	7
desdenhosos	4	4
desdenhou	3	3
desdentada	10	8
desdentado	46	12
desdentados	4	4
desdisse	3	3
desdita	4	4
desdizer	6	6
desdo	3	3
desdobra	6	6
desdobram	6	6
desdobramento	12	11
desdobramentos	6	6
desdobrando	3	3
desdobrar	24	23
desdobre	7	6
desdobrem	3	3
desdobro	4	4
desdém	81	69
desdêmona	30	7
dese	12	11
deseja	3431	2300
desejada	79	73
desejadas	20	20
desejado	181	167
desejados	9	9
desejais	20	13
desejalhe	8	7
desejalhes	3	3
desejam	503	452
desejame	30	27
desejamos	335	289
desejamoslhe	11	11
desejando	233	212
desejandoa	4	4
desejandolhe	3	3
desejandolhes	4	4
desejanos	5	5
desejao	4	3
desejar	1470	1194
desejara	15	11
desejaram	23	23
desejardes	3	3
desejarei	10	10
desejarem	89	82
desejares	17	15
desejaria	508	408
desejariam	13	13
desejarlhe	35	34
desejarlhes	7	7
desejarme	3	3
desejarmos	15	15
desejarnos	3	3
desejarte	10	10
desejará	64	59
desejarás	4	4
desejarão	12	12
desejaríamos	7	7
desejas	94	65
desejase	3	3
desejasse	60	56
desejassem	10	10
desejaste	8	6
desejate	5	4
desejava	488	425
desejavam	34	34
desejavas	5	5
deseje	284	247
desejea	3	3
desejei	341	285
desejelhe	4	4
desejem	37	35
desejeme	87	82
desejemme	17	17
desejemos	8	8
desejenos	7	7
desejes	7	6
desejo	5890	3168
desejoa	5	5
desejoihe	12	10
desejoihes	4	4
desejolhe	130	120
desejolhes	40	39
desejoo	4	4
desejos	1356	945
desejosa	8	8
desejoso	39	38
desejosos	18	18
desejote	22	18
desejou	221	185
desejoulhe	4	4
desejovos	14	14
desejum	3	3
desejála	6	6
desejálo	8	8
desejávamos	11	11
desejáveis	21	18
desejável	91	86
desejãvel	4	3
deselegante	34	32
deselegantes	6	6
desembainha	7	5
desembainhada	5	5
desembainhar	8	7
desembainhe	6	5
desembalar	9	9
desembarace	4	3
desembaraçar	16	16
desembaraço	4	4
desembarca	16	14
desembarcado	19	18
desembarcados	4	4
desembarcam	16	14
desembarcamos	20	17
desembarcando	28	24
desembarcar	191	151
desembarcaram	70	57
desembarcarem	9	8
desembarcaremos	11	10
desembarcarmos	8	7
desembarcará	13	10
desembarcarão	13	12
desembarcou	54	49
desembargador	5	3
desembarque	210	143
desembarquei	11	11
desembarquem	19	14
desembarques	10	9
desembaçador	3	3
desembestado	5	3
desemboca	11	11
desembocadura	3	3
desembolsar	6	5
desembrulhado	5	5
desembrulhando	4	4
desembrulhar	20	18
desembrulhe	6	6
desembucha	93	88
desembuchar	8	8
desembuche	54	53
desempacotada	3	3
desempacotando	6	5
desempacotar	34	32
desempacote	5	5
desempacotei	7	7
desempatar	9	8
desempate	27	20
desempenha	45	43
desempenhada	6	4
desempenhadas	4	4
desempenhado	18	15
desempenham	24	23
desempenhamos	7	7
desempenhando	14	13
desempenhar	86	76
desempenharam	6	6
desempenhará	5	5
desempenhava	7	7
desempenhe	5	5
desempenhei	5	5
desempenho	342	284
desempenhos	13	13
desempenhou	25	25
desempregada	80	71
desempregadas	19	19
desempregado	283	238
desempregados	171	130
desemprego	246	183
desenbucha	3	3
desencadeada	14	14
desencadeadas	4	3
desencadeado	13	12
desencadeando	12	11
desencadear	37	33
desencadearam	6	6
desencadearia	4	4
desencadeará	5	5
desencadeia	16	15
desencadeiam	6	6
desencadeie	4	4
desencadeou	43	42
desencalhar	4	3
desencaminhado	7	7
desencaminhar	5	5
desencana	18	16
desencanar	7	4
desencane	8	8
desencanou	3	3
desencantada	3	3
desencantado	3	3
desencanto	11	9
desencantou	5	5
desencapado	3	3
desencargo	5	5
desencarnar	4	3
desencavar	3	3
desencontrado	8	8
desencontrados	3	3
desencontramos	10	10
desencontrar	6	6
desencontro	12	8
desencontros	4	4
desencoraja	13	11
desencorajada	3	3
desencorajadas	4	4
desencorajado	16	16
desencorajador	14	14
desencorajadora	4	3
desencorajados	5	5
desencorajam	3	3
desencorajamento	4	3
desencorajamos	3	3
desencorajar	34	33
desencorajaria	3	3
desencorajava	3	3
desencoraje	4	4
desencorajou	6	6
desencorajálo	9	9
desencorajálos	8	7
desencosta	3	3
desencostar	3	3
desencoste	3	3
desenferrujar	4	4
desenfreada	34	29
desenfreadamente	8	6
desenfreadas	10	7
desenfreado	23	22
desenfreados	4	4
desenganado	3	3
desenganchar	4	4
desenganchem	4	4
desengano	6	5
desengatando	5	5
desengatar	9	8
desengate	22	14
desengatilhe	3	3
desengonçada	8	8
desengonçado	22	20
desenha	181	142
desenhada	97	87
desenhadas	42	42
desenhado	181	160
desenhador	9	9
desenhadores	4	4
desenhados	31	30
desenham	26	24
desenhamos	27	26
desenhando	206	166
desenhar	669	432
desenharam	23	20
desenharei	6	5
desenharem	3	3
desenharemos	4	4
desenharia	10	10
desenhará	3	3
desenhas	3	3
desenhasse	8	8
desenhava	52	37
desenhavam	5	5
desenhe	111	94
desenhei	162	139
desenhem	8	7
desenhista	110	82
desenhistas	18	18
desenho	1345	872
desenhos	884	558
desenhou	299	243
desenhouo	3	3
desenhála	15	12
desenhálo	18	15
desenhálos	7	7
desenlace	6	6
desenrascar	11	9
desenrascarte	3	3
desenrascome	6	6
desenredar	3	3
desenrola	26	25
desenrolam	5	5
desenrolando	19	19
desenrolar	71	67
desenrolaram	5	4
desenrolaria	3	3
desenrolase	4	4
desenrolava	8	8
desenrole	12	11
desenrolei	3	3
desenrolou	4	4
desenrosca	3	3
desentendem	3	3
desentendemos	5	5
desentendendo	3	3
desentender	3	3
desentenderam	5	5
desentendeu	8	8
desentendida	4	4
desentendido	11	11
desentendimento	90	82
desentendimentos	31	30
desenterra	8	8
desenterrada	3	3
desenterradas	3	3
desenterrado	16	15
desenterrados	9	9
desenterram	6	6
desenterramos	13	11
desenterrando	24	22
desenterrar	101	92
desenterraram	17	17
desenterrarem	5	5
desenterrava	3	3
desenterre	15	14
desenterrei	14	14
desenterrem	5	5
desenterreo	3	3
desenterrou	36	34
desenterrála	4	4
desenterrálo	16	15
desenterrálos	6	6
desentocar	4	4
desentope	5	3
desentupidor	27	24
desentupir	11	11
desenvoiver	4	4
desenvoltura	24	21
desenvolva	33	27
desenvolvam	7	7
desenvolve	128	116
desenvolvedor	8	8
desenvolvedores	17	10
desenvolvem	100	85
desenvolvemos	86	82
desenvolvemse	15	11
desenvolvendo	195	182
desenvolvendose	6	6
desenvolver	566	457
desenvolvera	4	4
desenvolveram	236	157
desenvolveramse	9	9
desenvolverem	28	27
desenvolveremos	7	7
desenvolveria	4	4
desenvolveriam	4	4
desenvolvermos	7	7
desenvolverse	16	15
desenvolverá	10	10
desenvolverão	5	3
desenvolvese	10	9
desenvolvesse	9	9
desenvolvessem	8	8
desenvolveu	345	303
desenvolveuse	18	16
desenvolvi	109	101
desenvolvia	27	24
desenvolviam	5	5
desenvolvida	104	95
desenvolvidas	55	49
desenvolvido	218	193
desenvolvidos	76	75
desenvolvimento	988	637
desenvolvimentos	31	29
desenvolvo	8	8
desenvolvêla	7	7
desenvolvêlas	3	3
desenvolvêlo	9	9
desenvolvêlos	4	4
deseperadamente	3	3
deseperado	3	3
desequilibra	11	11
desequilibrada	32	30
desequilibradas	6	6
desequilibrado	54	49
desequilibrados	10	10
desequilibrando	6	6
desequilibrar	12	12
desequilibrei	3	3
desequilibrou	10	9
desequilãbrio	7	5
desequilíbrio	83	70
deser	4	3
deserda	6	5
deserdada	8	7
deserdado	18	17
deserdando	3	3
deserdar	17	16
deserdaram	4	4
deserdarei	3	3
deserdaria	8	8
deserdei	3	3
deserdo	8	8
deserdou	16	15
deserdála	4	4
deserdálo	3	3
desert	66	34
deserta	260	218
desertado	13	13
desertam	4	4
desertando	13	8
desertar	79	63
desertara	3	3
desertaram	8	8
desertarem	3	3
desertará	4	4
desertas	41	36
deserte	3	3
desertei	20	19
deserto	2523	1153
desertor	239	152
desertora	9	9
desertores	140	89
desertos	156	125
desertou	98	79
desertsong	4	3
deserve	6	5
deserção	108	67
deserções	4	4
desespera	16	15
desesperada	533	472
desesperadamente	346	317
desesperadas	123	117
desesperado	768	642
desesperador	46	45
desesperadora	53	50
desesperadoras	5	5
desesperadores	4	4
desesperados	292	264
desesperam	7	7
desesperando	8	6
desesperante	9	8
desesperança	22	21
desesperançado	6	6
desesperançados	6	5
desesperançoso	8	7
desesperar	31	30
desesperaram	3	3
desesperarem	3	3
desespere	79	61
desesperei	9	8
desesperem	14	14
desesperes	6	6
desespero	787	638
desesperos	8	7
desesperou	10	10
desesperouse	3	3
desesseis	4	4
desestabilizado	6	6
desestabilizadora	3	3
desestabilizando	5	4
desestabilizar	26	24
desestabilização	6	6
desestabilizou	3	3
desestimular	4	4
desestressar	3	3
desestruturado	3	3
desfalcados	3	3
desfalece	4	4
desfalecem	5	5
desfalecer	16	16
desfaleceu	4	4
desfalecido	5	3
desfalque	16	13
desfalques	3	3
desfarce	4	3
desfarei	3	3
desfaremos	5	5
desfaria	7	6
desfarçados	6	5
desfavorecidas	5	4
desfavorecidos	11	11
desfavoráveis	11	11
desfavorável	23	23
desfaz	76	66
desfazem	18	17
desfazemos	8	8
desfazemse	3	3
desfazendo	59	58
desfazendose	4	4
desfazer	480	425
desfazerem	7	7
desfazerme	5	5
desfazermos	5	5
desfazernos	6	6
desfazerse	44	42
desfazerte	3	3
desfazia	6	6
desfaziam	3	3
desfazse	9	9
desfazte	5	4
desfazêla	4	4
desfazêlas	6	6
desfazêlo	22	22
desfaça	90	81
desfaçam	13	13
desfaçamos	3	3
desfaçamse	6	5
desfaçase	12	11
desfaçatez	4	4
desfaço	14	13
desfecho	56	52
desfeita	55	54
desfeitas	16	16
desfeito	126	114
desfeitos	21	20
desfere	5	3
